geno_pos	seqname	gene_pos	Kronja_mature_oocyte	Kronja_activated_egg	Samuels_GSC_AHS0	Samuels_GSC_AHS0.5	Samuels_GSC_AHS5	Samuels_GSC_AHS9	Samuels_GSC_AHS18	Samuels_GSC_AHS28	Samuels_GSC_AHS38	Douka_S2_UTD2	dmel_em_0_2h	dmel_em_2_6h	dmel_em_6_12h	dmel_em_12_24h	dmel_larva	dmel_pupa	dmel_female_body	dmel_male_body	dmel_female_head	dmel_male_head	Luo_S2_cell_ago2KD	Luo_S2_cell_ago2KD_serum_starvation	Luo_S2_cell_DMSO	Luo_S2_cell_dsNC	Luo_S2_cell_normal_starvation	Luo_S2_cell_rapamycin	Luo_S2_cell_serum_starvation	Luo_S2_cell_ssNC	Luo_S2_cell_T3	Luo_S2_cell_T6	Luo_S2_cell_T10	Dunn_em02	sum
3L_4833222	3L	4833222	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3L_4833266	3L	4833266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4833319	3L	4833319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4833347	3L	4833347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4833420	3L	4833420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4833433	3L	4833433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4833457	3L	4833457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4833488	3L	4833488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4838590	3L	4838590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4838602	3L	4838602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4838626	3L	4838626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4838630	3L	4838630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4838742	3L	4838742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4838753	3L	4838753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4838934	3L	4838934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4838965	3L	4838965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4838973	3L	4838973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4838984	3L	4838984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4838988	3L	4838988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4839025	3L	4839025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4839109	3L	4839109	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3L_4839117	3L	4839117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4839147	3L	4839147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4839153	3L	4839153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4839200	3L	4839200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4839298	3L	4839298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4839338	3L	4839338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4839350	3L	4839350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4839408	3L	4839408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4839458	3L	4839458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4839631	3L	4839631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4839908	3L	4839908	0	0	0	0	0	1	2	0	0	0	0	0	0	3	8	67	13	4	1	7	5	3	0	0	0	13	0	1	7	4	1	0	140
3L_4839995	3L	4839995	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
3L_4840077	3L	4840077	0	0	3	0	1	3	0	5	1	0	0	0	0	1	0	6	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	27
3L_4860159	3L	4860159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4860174	3L	4860174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4860398	3L	4860398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4860419	3L	4860419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4861286	3L	4861286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4861309	3L	4861309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
3L_4861449	3L	4861449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
3L_490141	3L	490141	0	0	0	1	0	0	0	0	0	0	0	2	2	3	2	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
3L_490212	3L	490212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3L_490429	3L	490429	0	0	1	0	0	0	0	0	1	0	1	4	0	7	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
3L_490441	3L	490441	0	0	0	4	0	0	1	0	0	0	0	0	5	5	8	14	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44
3L_490459	3L	490459	0	0	0	0	0	0	0	0	0	0	0	3	2	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
3L_490545	3L	490545	0	0	0	0	0	0	0	0	0	0	1	0	3	2	1	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
3L_490599	3L	490599	1	0	3	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
3L_490616	3L	490616	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
3L_490657	3L	490657	0	0	5	1	2	1	2	10	3	0	0	1	4	13	0	4	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	52
3L_490671	3L	490671	0	0	0	1	0	0	0	0	0	0	1	2	0	1	2	1	3	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	15
3L_490678	3L	490678	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
3L_490798	3L	490798	0	0	5	6	16	11	3	3	7	0	0	0	0	1	0	2	2	1	0	0	0	1	0	0	0	0	2	0	1	0	0	0	61
3L_4910409	3L	4910409	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	10	3	5	0	0	0	0	0	0	0	0	0	0	0	0	23
3L_4910463	3L	4910463	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	6	6	9	0	0	0	0	0	0	0	0	0	0	0	0	31
3L_4980742	3L	4980742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3L_5078531	3L	5078531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
3L_5078605	3L	5078605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
3L_5078728	3L	5078728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_5078924	3L	5078924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
3L_5078927	3L	5078927	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
3L_5078968	3L	5078968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4
3L_5078985	3L	5078985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_5078991	3L	5078991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_508544	3L	508544	0	2	0	0	0	0	0	0	0	0	2	2	0	2	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	10	23
3L_508552	3L	508552	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
3L_508628	3L	508628	0	2	2	3	0	1	4	0	0	0	16	1	6	6	3	7	3	3	3	1	20	28	12	5	5	30	0	5	27	18	6	4	221
3L_508655	3L	508655	1	4	1	1	0	0	0	0	0	0	10	0	0	3	0	0	1	0	0	0	0	3	0	0	1	0	0	1	0	0	0	2	28
3L_5131548	3L	5131548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_5133878	3L	5133878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
3L_5141981	3L	5141981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_5142011	3L	5142011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3L_5142024	3L	5142024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_5142207	3L	5142207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3L_5142230	3L	5142230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
3L_5146109	3L	5146109	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	5	0	0	0	12
3L_5146119	3L	5146119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2
3L_514659	3L	514659	0	0	0	0	0	0	0	0	0	8	6	2	2	1	1	5	0	0	0	0	1	1	0	0	0	0	0	1	3	2	0	0	33
3L_514665	3L	514665	0	1	0	1	0	0	2	0	0	10	9	2	4	4	1	0	0	0	0	0	2	4	0	0	1	0	0	0	7	0	0	3	51
3L_514671	3L	514671	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	2	0	1	2	0	3	0	0	1	0	13
3L_514676	3L	514676	0	0	0	0	0	0	0	0	0	4	12	0	1	2	0	0	0	0	3	0	2	0	0	3	2	3	0	0	0	1	0	6	39
3L_514690	3L	514690	1	2	0	0	0	0	0	0	0	0	33	8	4	10	0	6	7	7	1	0	73	62	43	5	5	58	4	28	75	46	14	10	502
3L_5201322	3L	5201322	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
3L_5201380	3L	5201380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3L_5247719	3L	5247719	0	0	0	1	1	0	2	4	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1	4	1	0	19
3L_5272266	3L	5272266	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	4	4	0	0	0	0	0	0	0	0	0	0	0	0	13
3L_5272365	3L	5272365	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	6
3L_5272951	3L	5272951	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	9
3L_528344	3L	528344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_528351	3L	528351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_528355	3L	528355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_528360	3L	528360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
3L_528385	3L	528385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_5346356	3L	5346356	2	3	5	2	0	2	1	2	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	4	0	0	0	0	0	0	27
3L_5347675	3L	5347675	56	19	19	7	33	15	19	56	35	0	0	0	1	3	1	0	4	15	1	0	29	55	22	38	7	49	3	49	127	81	19	1	764
3L_5351411	3L	5351411	0	0	3	0	2	0	3	1	0	0	0	0	0	0	0	0	62	41	3	1	0	0	0	0	0	0	0	0	0	0	0	0	116
3L_5353734	3L	5353734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_5353758	3L	5353758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_5354808	3L	5354808	1	2	2	5	2	3	4	3	7	0	1	0	0	3	0	1	0	2	0	0	3	8	2	0	1	0	0	1	0	1	1	0	53
3L_5354820	3L	5354820	6	54	7	18	23	15	8	17	33	19	20	5	4	53	93	84	85	483	153	68	10	21	2	10	1	0	1	6	24	11	1	20	1355
3L_5354960	3L	5354960	13	68	1	0	0	0	0	1	0	8	34	10	5	21	67	25	35	94	45	12	6	9	3	0	1	1	1	0	14	5	3	66	548
3L_5355226	3L	5355226	76	80	20	11	15	4	8	24	14	11	38	10	14	17	85	106	174	521	30	35	73	130	122	48	21	169	15	46	213	80	45	42	2297
3L_5359359	3L	5359359	0	0	0	0	0	0	0	0	0	0	0	5	5	5	5	22	27	5	1	5	123	160	201	87	44	41	6	58	323	283	135	0	1541
3L_5365356	3L	5365356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
3L_5365400	3L	5365400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3L_5365477	3L	5365477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_5366474	3L	5366474	1	0	0	4	5	11	4	2	8	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	4	0	0	1	0	0	1	0	45
3L_5366489	3L	5366489	1	6	6	2	5	3	0	0	1	4	4	1	4	3	2	4	6	8	1	3	62	89	56	24	43	42	8	62	98	57	50	17	672
3L_5366574	3L	5366574	16	34	12	15	27	17	16	17	23	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	3	187
3L_539899	3L	539899	1	2	0	0	0	0	0	0	0	2	9	1	4	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23
3L_539922	3L	539922	0	5	0	2	2	1	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	2	0	0	0	2	0	6	1	5	0	0	31
3L_540026	3L	540026	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	4	0	1	0	1	3	2	0	1	1	0	1	0	5	1	0	22
3L_540032	3L	540032	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	2	0	1	1	0	4	1	0	0	3	16
3L_540046	3L	540046	0	3	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	2	3	4	0	3	3	0	2	2	1	1	3	32
3L_540090	3L	540090	0	0	0	0	0	0	0	0	0	0	2	9	0	0	1	3	1	0	1	1	1	1	2	0	0	3	0	0	4	0	0	0	29
3L_540105	3L	540105	3	24	0	0	0	0	0	0	0	0	28	29	2	7	4	17	5	2	1	1	3	3	9	0	1	0	0	5	13	11	4	47	219
3L_540122	3L	540122	0	0	0	0	0	0	0	0	0	0	20	2	0	3	2	7	1	7	3	1	1	2	1	0	1	6	0	1	1	1	2	1	63
3L_540153	3L	540153	0	1	0	0	0	0	0	0	0	0	3	4	0	1	2	2	4	0	0	0	8	19	2	0	1	4	0	4	27	16	12	3	113
3L_540207	3L	540207	0	1	0	1	0	0	0	1	0	1	5	3	1	3	0	3	6	1	4	2	1	0	31	0	2	0	0	5	5	4	13	1	94
3L_540237	3L	540237	1	2	0	0	0	1	0	1	0	0	12	0	3	0	0	0	0	0	0	1	1	1	12	1	6	0	0	2	11	7	4	3	69
3L_540255	3L	540255	5	3	0	1	0	1	0	1	0	0	9	3	1	6	0	2	4	2	3	4	108	102	33	16	10	31	1	32	107	48	25	4	562
3L_540453	3L	540453	4	5	0	0	2	0	1	0	0	2	8	4	0	7	2	1	3	6	1	0	19	22	28	1	16	5	2	8	48	27	15	13	250
3L_540471	3L	540471	0	2	1	1	0	1	0	0	1	1	9	1	0	0	1	1	2	0	0	0	6	6	14	3	6	13	0	3	13	14	3	4	106
3L_540515	3L	540515	2	5	0	1	0	0	0	0	0	0	2	1	2	4	0	2	1	0	0	0	2	8	2	0	0	6	0	4	3	2	0	7	54
3L_540898	3L	540898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_540921	3L	540921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_540955	3L	540955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	6	0	3	9	3	5	8	8	6	0	56
3L_5429206	3L	5429206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	4
3L_5429214	3L	5429214	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
3L_5429266	3L	5429266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
3L_5429329	3L	5429329	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3L_5429384	3L	5429384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	6
3L_543209	3L	543209	6	10	3	0	4	2	5	12	6	12	2	0	1	2	4	0	3	1	5	0	53	104	143	172	104	113	30	3	675	8	2	2	1487
3L_543266	3L	543266	0	1	0	1	0	0	0	0	0	0	2	15	1	1	8	4	11	16	0	0	2	6	12	4	16	0	0	16	7	23	0	2	148
3L_5436205	3L	5436205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3L_546172	3L	546172	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	5	1	2	4	0	0	2	4	3	1	0	28
3L_547718	3L	547718	7	34	18	2	5	2	1	2	7	5	2	9	0	11	12	40	8	7	20	10	113	32	165	1	2	162	1	87	163	166	114	4	1212
3L_547771	3L	547771	0	1	2	0	0	0	1	0	0	0	0	1	1	6	6	3	2	1	4	1	1	0	8	1	1	0	0	1	0	1	0	0	42
3L_5518685	3L	5518685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_5518708	3L	5518708	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
3L_5529021	3L	5529021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_5529085	3L	5529085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
3L_5529104	3L	5529104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
3L_5551059	3L	5551059	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
3L_5551125	3L	5551125	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
3L_5563840	3L	5563840	9	4	8	18	32	14	6	3	1	0	4	2	8	6	3	15	11	11	5	1	61	91	7	48	61	14	3	6	19	21	12	0	504
3L_5565286	3L	5565286	2	13	3	1	1	2	0	1	1	0	6	3	3	11	3	1	10	22	1	0	0	2	4	0	1	0	0	0	6	1	0	5	103
3L_5565291	3L	5565291	22	58	14	10	31	9	8	16	15	0	7	27	1	7	0	4	5	24	2	2	6	5	0	1	7	4	0	0	3	6	0	4	298
3L_5575092	3L	5575092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_5583741	3L	5583741	17	31	0	0	0	0	0	0	0	0	25	1	0	1	0	2	0	0	0	0	5	8	2	0	4	0	1	2	6	0	1	12	118
3L_5583769	3L	5583769	0	16	1	0	0	0	0	0	1	0	10	3	0	5	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	28	69
3L_5583999	3L	5583999	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	3	11
3L_5592358	3L	5592358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
3L_5592369	3L	5592369	0	0	7	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
3L_5592420	3L	5592420	0	0	1	0	2	5	2	1	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
3L_5592434	3L	5592434	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
3L_5592499	3L	5592499	0	0	2	0	1	0	1	3	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
3L_5592507	3L	5592507	0	0	1	2	3	3	1	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
3L_5592557	3L	5592557	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
3L_5603971	3L	5603971	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4
3L_5604878	3L	5604878	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	3	9	8	3	1	0	2	2	1	2	1	1	0	1	6	0	0	51
3L_5631014	3L	5631014	1	0	0	0	0	0	1	0	1	0	0	0	3	2	6	8	1	6	2	7	0	0	0	0	0	0	0	0	0	0	0	0	38
3L_5631221	3L	5631221	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
3L_5631227	3L	5631227	0	0	0	0	0	0	0	0	0	0	0	2	1	0	8	4	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	20
3L_5631345	3L	5631345	0	0	0	0	0	0	0	0	0	0	0	12	6	0	7	3	1	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	35
3L_5631405	3L	5631405	0	0	0	0	0	0	0	0	0	0	1	4	8	1	3	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	22
3L_5631460	3L	5631460	0	0	0	0	0	0	0	0	0	0	1	1	7	2	3	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	21
3L_5631479	3L	5631479	0	0	0	0	0	0	0	0	0	0	1	15	8	0	12	3	2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	47
3L_5636018	3L	5636018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_5636040	3L	5636040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
