trid	gene	dmel_tr_len	S2_tr_mRNA	S2_tr_mRNA_rpkm	S2_tr_rank
FBtr0300485	FBgn0000014	4559	0.85716	0.0114421263937994	2
FBtr0300486	FBgn0000024	4076	2.13737	0.031912437032214	2
FBtr0300488	FBgn0035020	733	323.666470000001	26.8725063089118	2
FBtr0300489	FBgn0035020	728	315.985360000001	26.4149637615115	3
FBtr0300490	FBgn0035021	2762	412.762029999998	9.09474448802289	2
FBtr0300491	FBgn0053512	2994	0	0	1
FBtr0300494	FBgn0261238	5420	459.554579999999	5.16003026668987	12
FBtr0300495	FBgn0261238	5327	458.554399999999	5.23868885770305	11
FBtr0300496	FBgn0015571	1834	134.99541	4.47954710447576	3
FBtr0300497	FBgn0011747	5777	5666.08109999998	59.6890759639643	4
FBtr0300499	FBgn0016694	3862	1118.23889999999	17.621252052346	3
FBtr0300500	FBgn0016694	4643	852.241099999991	11.1706444207922	11
FBtr0300501	FBgn0011746	2426	0	0	1
FBtr0300502	FBgn0259978	2626	3932.39019	91.1331368379716	7
FBtr0300503	FBgn0259978	2541	3767.13249	90.2237069018635	8
FBtr0300504	FBgn0267978	3089	19728.98818	388.688186467732	1
FBtr0300506	FBgn0259748	651	0.52382	0.048968356078055	1
FBtr0300507	FBgn0260007	590	0	0	1
FBtr0300508	FBgn0259168	5507	1422.21756000001	15.716845967965	1
FBtr0300509	FBgn0259168	4257	1002.24435999999	14.3279615595098	3
FBtr0300510	FBgn0259168	4228	1062.82443	15.2982229807491	2
FBtr0300511	FBgn0259170	4132	1080.38534999999	15.9122945937457	5
FBtr0300512	FBgn0259170	3710	775.711439999993	12.7244999280318	8
FBtr0300513	FBgn0259170	3785	1003.72619	16.1385238827994	2
FBtr0300514	FBgn0259170	3961	1018.15132	15.6430676371141	6
FBtr0300515	FBgn0259170	3853	1012.97957	15.9998574867585	4
FBtr0300516	FBgn0259170	3808	1009.5126	16.1335240572007	3
FBtr0300518	FBgn0267337	5014	3.00033	0.0364165778500424	3
FBtr0300519	FBgn0259174	4454	2774.81068999999	37.9138234242469	9
FBtr0300520	FBgn0259174	3651	2700.06335999999	45.0066366609219	2
FBtr0300521	FBgn0259176	5938	2493.85186	25.5590610606259	9
FBtr0300522	FBgn0259176	2832	1508.42411	32.4148975415832	6
FBtr0300523	FBgn0259176	7023	3091.12562000001	26.7860344541437	8
FBtr0300524	FBgn0259176	2106	1473.83679	42.5897865222283	2
FBtr0300525	FBgn0259212	6987	2560.67829	22.3037923462905	2
FBtr0300526	FBgn0259228	6467	2288.79072	21.5386093696796	9
FBtr0300527	FBgn0259234	6994	594.110689999984	5.16959089434625	1
FBtr0300528	FBgn0259243	3635	1445.47317999999	24.2002615439348	4
FBtr0300529	FBgn0259243	3242	1081.5029	20.3015461480631	15
FBtr0300530	FBgn0259243	3577	1418.21418999999	24.128888865302	6
FBtr0300531	FBgn0259243	2423	915.773290000003	23.0011206060893	11
FBtr0300532	FBgn0259243	3315	1081.65978	19.8573634823093	17
FBtr0300533	FBgn0259243	3068	1080.65967	21.4362111158437	13
FBtr0300534	FBgn0259243	3240	1234.39521999999	23.1858839590428	9
FBtr0300535	FBgn0259243	3570	1414.03403999999	24.1049416806123	8
FBtr0300536	FBgn0259822	3739	1.67416	0.0272493365623481	3
FBtr0300538	FBgn0259211	3972	8.17090000000003	0.125191571894357	1
FBtr0300539	FBgn0259211	6692	8.17090000000003	0.0743067727980252	8
FBtr0300541	FBgn0259211	3181	5.25031000000002	0.100446709510095	4
FBtr0300542	FBgn0259246	5562	8.58869000000003	0.0939745770867407	1
FBtr0300543	FBgn0037614	2812	294.718410000002	6.37832120483477	3
FBtr0300544	FBgn0037614	1826	243.602609999999	8.11887024764879	1
FBtr0300545	FBgn0037616	1612	21.53087	0.812851063248259	1
FBtr0300546	FBgn0262081	4088	3748.50052999998	55.803459851441	4
FBtr0300547	FBgn0262081	4524	4182.37973999998	56.262017662315	3
FBtr0300548	FBgn0262081	3952	3721.45617999998	57.3073611071284	2
FBtr0300549	FBgn0262081	4172	3722.56987999998	54.3016462474788	5
FBtr0300550	FBgn0032166	1923	615.27239	19.4716421470177	1
FBtr0300551	FBgn0015904	2918	0	0	2
FBtr0300552	FBgn0034159	1429	0	0	1
FBtr0300553	FBgn0085414	4062	0.16	0.00239714608041876	2
FBtr0300554	FBgn0259214	4135	6294.76163000001	92.644194967576	8
FBtr0300555	FBgn0259214	4740	7221.60131000002	92.7191845483653	7
FBtr0300556	FBgn0259214	4066	6258.33079000001	93.6710906703294	3
FBtr0300557	FBgn0259214	4053	6223.73905000001	93.4521308298186	4
FBtr0300558	FBgn0259214	4600	7252.44274000001	95.9491018495171	1
FBtr0300559	FBgn0259214	3857	6023.84072000003	95.0469702921035	2
FBtr0300561	FBgn0260945	3446	1111.09783000001	19.6223701187796	1
FBtr0300562	FBgn0026379	2617	443.760759999999	10.3195227040318	3
FBtr0300563	FBgn0034563	766	0	0	1
FBtr0300564	FBgn0051352	3551	226.308489999999	3.87850728435937	7
FBtr0300565	FBgn0051352	3200	226.308489999999	4.30393105211254	5
FBtr0300566	FBgn0000173	852	2435.19284	173.943498313604	1
FBtr0300567	FBgn0000114	2302	2.00023	0.0528797087180145	1
FBtr0300568	FBgn0001142	1699	2446.19393	87.6217539171269	1
FBtr0300569	FBgn0052675	2207	1285.18952	35.4388221486231	3
FBtr0300570	FBgn0038369	814	1051.50621	78.6143583132668	1
FBtr0300572	FBgn0015765	1474	698.116460000001	28.8233749384189	2
FBtr0300573	FBgn0034181	2550	1916.68824999999	45.7431151237568	2
FBtr0300575	FBgn0034075	3928	52.1947699999999	0.808667419124735	6
FBtr0300576	FBgn0265605	2046	304.21659	9.04881483644639	1
FBtr0300577	FBgn0261793	9866	3173.53839000002	19.5756901401101	5
FBtr0300578	FBgn0024836	12646	7.21646000000002	0.0347284554205936	2
FBtr0300579	FBgn0261952	523	0	0	1
FBtr0300580	FBgn0037923	1251	61.2007800000001	2.97724163966732	3
FBtr0300581	FBgn0037923	991	54.57286	3.35133233518311	2
FBtr0300582	FBgn0260027	654	37.7963800000001	3.51711764356533	1
FBtr0300583	FBgn0260026	937	53.1355499999999	3.45111972738267	3
FBtr0300584	FBgn0260026	1337	208.175840000001	9.47574478920607	2
FBtr0300585	FBgn0039088	2401	0	0	1
FBtr0300586	FBgn0004587	3563	7693.71446999999	131.41189535959	8
FBtr0300588	FBgn0004587	3966	7772.46872999999	119.267114013124	9
FBtr0300590	FBgn0004237	1810	5152.65611999999	173.24751792599	1
FBtr0300592	FBgn0034428	1013	0	0	1
FBtr0300594	FBgn0028875	9129	4.00034000000001	0.0266678580383619	2
FBtr0300596	FBgn0020236	3874	6611.39462	103.85990009858	1
FBtr0300597	FBgn0020236	4146	6612.04095	97.0556167485961	4
FBtr0300598	FBgn0020236	3913	6535.98705	101.65196353516	3
FBtr0300599	FBgn0011300	4758	3014.82538999998	38.5613440953163	1
FBtr0300600	FBgn0026597	3578	1172.11927	19.9363618021848	7
FBtr0300603	FBgn0263197	6141	7155.44434999999	70.9107286297205	5
FBtr0300608	FBgn0000179	4421	0	0	4
FBtr0300609	FBgn0000179	4388	0	0	6
FBtr0300611	FBgn0003890	1701	237.28781	8.48956721927657	1
FBtr0300612	FBgn0028514	2832	1.00011	0.021491610327226	1
FBtr0300613	FBgn0028857	1293	0	0	1
FBtr0300614	FBgn0028856	1276	0	0	3
FBtr0300615	FBgn0028645	2611	1.0953	0.0255294026279381	2
FBtr0300616	FBgn0038876	898	507.154160000001	34.3698860583981	1
FBtr0300617	FBgn0023097	4871	1573.10061	19.6540839497384	1
FBtr0300618	FBgn0039411	3959	265.960349999999	4.08832893794401	2
FBtr0300619	FBgn0052457	621	0	0	1
FBtr0300620	FBgn0052457	555	0	0	2
FBtr0300621	FBgn0035505	2679	6.70166000000003	0.152238365997755	2
FBtr0300622	FBgn0051116	4031	1151.6847	17.3874236522125	4
FBtr0300623	FBgn0085317	436	8.62066	1.20328489336192	1
FBtr0300624	FBgn0260224	814	418.711580000001	31.3043725914221	1
FBtr0300625	FBgn0260222	1064	603.742200000002	34.5322074991133	1
FBtr0300626	FBgn0260223	691	2647.20692	233.14401912325	1
FBtr0300627	FBgn0260226	344	0	0	2
FBtr0300628	FBgn0040565	327	0	0	2
FBtr0300632	FBgn0250824	2164	140.4011	3.94845952776144	1
FBtr0300635	FBgn0260228	817	0	0	3
FBtr0300636	FBgn0085264	1761	0	0	1
FBtr0300637	FBgn0260229	1420	641.473159999995	27.4918890262542	1
FBtr0300638	FBgn0260231	3446	0.9917	0.0175137633441275	1
FBtr0300639	FBgn0260230	3446	0.9917	0.0175137633441275	1
FBtr0300641	FBgn0260233	4441	2552.76013999999	34.981922527527	2
FBtr0300642	FBgn0260233	3806	2207.25985999999	35.2938567318283	1
FBtr0300643	FBgn0260234	949	0	0	2
FBtr0300646	FBgn0260237	2767	1180.4592	25.9630828344061	1
FBtr0300647	FBgn0053108	725	59.4518899999999	4.99047743089088	2
FBtr0300648	FBgn0051184	491	979.63171	121.421551870956	1
FBtr0300649	FBgn0028473	2276	22722.29999	607.567407520807	2
FBtr0300651	FBgn0260238	1782	28.1302100000001	0.960682128140028	1
FBtr0300655	FBgn0260388	2150	1003.74771	28.4119174654828	3
FBtr0300656	FBgn0260388	2064	1003.74771	29.5957473598779	1
FBtr0300657	FBgn0260388	2087	1006.3361	29.3450625848495	2
FBtr0300658	FBgn0260398	1970	853.463859999997	26.3653381821462	2
FBtr0300659	FBgn0260398	1887	836.114339999996	26.965483309659	1
FBtr0300660	FBgn0260390	1887	820.225379999997	26.4530492259572	2
FBtr0300661	FBgn0260390	1887	836.114339999996	26.965483309659	1
FBtr0300662	FBgn0260392	871	691.50827	48.3162990029356	2
FBtr0300663	FBgn0260392	825	669.10577	49.3577397026413	1
FBtr0300664	FBgn0260401	871	691.50827	48.3162990029356	1
FBtr0300668	FBgn0260396	457	0	0	1
FBtr0300670	FBgn0033798	586	14.45217	1.50089351921569	1
FBtr0300671	FBgn0053516	2998	35.57214	0.722092445135846	2
FBtr0300673	FBgn0025835	3791	1.33347	0.0214064130889328	2
FBtr0300674	FBgn0032682	1789	0	0	2
FBtr0300675	FBgn0032681	3040	10.56734	0.211546835980303	3
FBtr0300676	FBgn0032681	2983	10.33202	0.210788261357009	4
FBtr0300677	FBgn0038423	965	0	0	2
FBtr0300678	FBgn0038423	1481	0	0	1
FBtr0300679	FBgn0034645	525	2035.29221	235.929313392182	4
FBtr0300680	FBgn0034645	405	2033.53967	305.570948758084	2
FBtr0300681	FBgn0039116	938	585.657	37.997492415808	1
FBtr0300685	FBgn0037531	2985	344.76666	7.02902945072929	2
FBtr0300687	FBgn0039329	3310	161.72338	2.97344050044939	2
FBtr0300688	FBgn0036052	2233	507.23837	13.824130091536	2
FBtr0300689	FBgn0031208	1880	1.33355	0.0431683939488477	2
FBtr0300690	FBgn0031208	1802	1.05443	0.0356104452562484	3
FBtr0300691	FBgn0037659	5304	2196.93042999999	25.2073519907155	2
FBtr0300692	FBgn0034481	537	0.11766	0.0133342623390742	1
FBtr0300693	FBgn0034693	1964	0	0	4
FBtr0300695	FBgn0031732	1941	0	0	4
FBtr0300696	FBgn0031732	1898	0	0	5
FBtr0300698	FBgn0034530	3135	34.1674400000001	0.66326843875191	2
FBtr0300699	FBgn0036330	1017	24.7664500000001	1.48203084859415	1
FBtr0300702	FBgn0039958	1875	962.229189999996	31.2314172294366	5
FBtr0300703	FBgn0039958	2196	1145.4442	31.7435898112604	4
FBtr0300704	FBgn0039958	1885	962.033089999996	31.0594021964987	6
FBtr0300705	FBgn0039150	2174	754.005049999997	21.1071283820367	1
FBtr0300706	FBgn0033353	897	0	0	1
FBtr0300707	FBgn0040375	1524	164.87508	6.58391914998903	2
FBtr0300708	FBgn0040333	2334	14.1192500000001	0.368150346189911	2
FBtr0300709	FBgn0031937	2234	756.276149999998	20.6021086282602	1
FBtr0300710	FBgn0035112	507	5.00016	0.600192244162791	1
FBtr0300711	FBgn0035120	633	551.0622	52.9799261447588	2
FBtr0300712	FBgn0035166	1330	296.236989999999	13.5550799100579	2
FBtr0300713	FBgn0035282	1261	12.90136	0.622636884351517	1
FBtr0300714	FBgn0035287	1547	5.00026000000002	0.196705593758984	2
FBtr0300715	FBgn0035287	1745	5.00026000000002	0.174385990570285	5
FBtr0300716	FBgn0035287	1751	5.25519000000002	0.182648753727391	4
FBtr0300717	FBgn0035287	1949	5.25519000000002	0.164093364687871	6
FBtr0300718	FBgn0036696	521	260.17214	30.3904760236327	2
FBtr0300719	FBgn0033474	1946	1891.29388000001	59.146713526312	1
FBtr0300721	FBgn0036218	1901	0	0	2
FBtr0300722	FBgn0036218	1847	0	0	4
FBtr0300724	FBgn0036218	1898	0	0	3
FBtr0300727	FBgn0265574	3219	1812.365	34.2640840533298	1
FBtr0300728	FBgn0039349	1847	954.651800000002	31.4552062500407	1
FBtr0300730	FBgn0039348	2168	2510.00491	70.4579057026273	1
FBtr0300731	FBgn0030051	1546	2.00022	0.0787376978611955	1
FBtr0300732	FBgn0262740	3159	877.442199999998	16.9037604150612	1
FBtr0300733	FBgn0262740	5156	1152.82675999999	13.6071000215644	3
FBtr0300735	FBgn0028647	4601	660.599329999991	8.73776444035866	1
FBtr0300736	FBgn0037375	2338	9.15794000000003	0.23837885196037	5
FBtr0300737	FBgn0037375	2184	9.15794000000003	0.255187617162703	2
FBtr0300738	FBgn0037375	2350	9.15794000000003	0.237161598248232	6
FBtr0300739	FBgn0037375	2172	9.15794000000003	0.256597493500619	1
FBtr0300740	FBgn0037375	2479	9.15794000000003	0.224820393660082	8
FBtr0300741	FBgn0037375	2313	9.15794000000003	0.240955363546625	4
FBtr0300742	FBgn0037650	857	0	0	1
FBtr0300743	FBgn0037655	2394	2164.71271	55.0288653208366	1
FBtr0300744	FBgn0037655	2481	2163.39499	53.0668723790464	5
FBtr0300745	FBgn0037655	2417	2162.68364	54.4541246822441	2
FBtr0300746	FBgn0037655	2488	2185.48479	53.4578944512143	4
FBtr0300747	FBgn0037655	2445	2165.46803	53.899824335303	3
FBtr0300748	FBgn0037655	2545	2181.93068	52.1756176744176	6
FBtr0300749	FBgn0035444	931	667.897550000001	43.6590826533943	2
FBtr0300750	FBgn0030052	2652	5084.27207	116.672821255477	2
FBtr0300751	FBgn0030052	2658	5087.03799	116.472779937352	4
FBtr0300753	FBgn0035435	1103	81.9569799999997	4.5219407886943	1
FBtr0300754	FBgn0025388	4368	258.980740000001	3.60827205308365	1
FBtr0300755	FBgn0025388	4689	258.980740000001	3.36125662782456	2
FBtr0300756	FBgn0031636	2105	1.00011	0.0289141284782442	1
FBtr0300758	FBgn0040805	791	0	0	4
FBtr0300760	FBgn0029930	1752	0.47828	0.0166135543131635	1
FBtr0300761	FBgn0031974	976	121.94163	7.60355365908011	1
FBtr0300762	FBgn0046294	766	0.999940000000001	0.0794437267152276	1
FBtr0300763	FBgn0035086	5254	0	0	3
FBtr0300764	FBgn0033955	2806	0	0	4
FBtr0300765	FBgn0033955	2809	0	0	3
FBtr0300767	FBgn0004554	546	1.00011	0.111472967851106	1
FBtr0300768	FBgn0038124	920	0	0	1
FBtr0300769	FBgn0038073	3980	2.00022	0.0305850454506051	2
FBtr0300772	FBgn0029893	4388	2174.89804	30.163846346461	1
FBtr0300773	FBgn0035333	3665	2782.7093	46.2070558128046	1
FBtr0300774	FBgn0041630	2069	1217.22588	35.8034703366153	2
FBtr0300775	FBgn0035529	863	416.413190000001	29.3648724380054	1
FBtr0300776	FBgn0035528	858	1837.09125	130.304039006218	1
FBtr0300777	FBgn0034031	1108	0	0	4
FBtr0300778	FBgn0030846	1372	0.23532	0.0104380450088671	1
FBtr0300779	FBgn0033212	5968	12672.77078	129.228172280387	2
FBtr0300780	FBgn0033212	2893	4894.58068000003	102.963072746172	6
FBtr0300783	FBgn0036134	3281	1149.15226	21.3150218402868	1
FBtr0300784	FBgn0036134	3463	1095.43806	19.2508438505236	8
FBtr0300785	FBgn0036134	3159	1089.82828	20.9953386544188	3
FBtr0300786	FBgn0036134	3338	1097.60705	20.0112856990158	7
FBtr0300787	FBgn0026076	2160	992.996720000005	27.9774739264185	2
FBtr0300788	FBgn0038922	1625	967.707960000001	36.2414349557731	1
FBtr0300789	FBgn0041605	3655	7.90551000000003	0.131630626374964	12
FBtr0300792	FBgn0023529	3387	9490.44553999999	170.524129648045	2
FBtr0300793	FBgn0023528	2717	2221.641	49.7620977593297	3
FBtr0300796	FBgn0039897	2989	236.43446	4.81392474172326	5
FBtr0300797	FBgn0039897	2899	231.43423	4.85840611424355	4
FBtr0300798	FBgn0039897	3016	236.43446	4.77082926160836	6
FBtr0300799	FBgn0039897	2131	194.025449999999	5.54101960167765	2
FBtr0300800	FBgn0039897	2419	235.0289	5.91289050040973	1
FBtr0300801	FBgn0030701	4019	3804.43855999999	57.6085581271684	4
FBtr0300803	FBgn0038809	2813	965.739079999995	20.8931783141602	1
FBtr0300804	FBgn0086855	2110	1076.33028	31.043990356316	1
FBtr0300805	FBgn0043825	1460	0	0	2
FBtr0300806	FBgn0039941	2503	0	0	4
FBtr0300807	FBgn0039941	2506	0	0	3
FBtr0300808	FBgn0064119	2019	0.4348	0.0131059242454241	1
FBtr0300809	FBgn0064119	4061	0.4348	0.0065158485721525	2
FBtr0300810	FBgn0040571	3915	3.96111000000001	0.061574312770894	1
FBtr0300811	FBgn0030687	4420	1444.91554	19.8945733280967	1
FBtr0300812	FBgn0051374	3314	1.07149	0.0196765999060076	6
FBtr0300813	FBgn0024814	1005	3898.12376	236.049996509986	1
FBtr0300814	FBgn0031496	2863	7.00050000000001	0.148806584557973	3
FBtr0300815	FBgn0031489	1438	437.48129	18.5146298896651	3
FBtr0300816	FBgn0038850	810	1.00011	0.0751410375885236	2
FBtr0300817	FBgn0051189	831	0	0	1
FBtr0300818	FBgn0027074	1680	0.17948	0.00650161451012678	1
FBtr0300819	FBgn0039381	2782	673.219979999996	14.7270007115339	6
FBtr0300820	FBgn0039381	2422	655.601929999999	16.4732967337438	2
FBtr0300821	FBgn0031861	981	0	0	3
FBtr0300822	FBgn0032775	2553	1923.79946	45.8588775386214	3
FBtr0300823	FBgn0032774	1159	2.00026999999999	0.105031513175767	2
FBtr0300825	FBgn0039727	2309	242.957500000002	6.40355013453078	2
FBtr0300826	FBgn0037525	1923	72.2418599999998	2.28625185985502	6
FBtr0300827	FBgn0037525	2920	133.81747	2.78897357936162	4
FBtr0300828	FBgn0010198	674	14493.25838	1308.64115762775	1
FBtr0300829	FBgn0034459	2829	0	0	1
FBtr0300830	FBgn0033183	2272	1337.59172	35.8285870533117	2
FBtr0300831	FBgn0035308	4092	1.59153	0.0236697483800103	3
FBtr0300832	FBgn0028476	4704	3163.23705000002	40.9240741173922	1
FBtr0300833	FBgn0028476	4864	3246.84206000003	40.623939226947	2
FBtr0300834	FBgn0030374	472	0	0	2
FBtr0300835	FBgn0030374	489	0	0	1
FBtr0300836	FBgn0029955	1855	1086.19975	35.6352837614547	1
FBtr0300837	FBgn0028844	641	0	0	1
FBtr0300844	FBgn0034331	505	0.12195	0.0146961935622241	1
FBtr0300845	FBgn0028886	2513	74.5622300000006	1.80568020325663	3
FBtr0300846	FBgn0028850	814	0	0	1
FBtr0300847	FBgn0028880	784	0	0	2
FBtr0300848	FBgn0028370	4696	0	0	1
FBtr0300849	FBgn0030296	1587	0	0	1
FBtr0300850	FBgn0027580	4374	3256.7534	45.3127618269309	2
FBtr0300851	FBgn0260428	643	0	0	2
FBtr0300853	FBgn0260429	1984	3.00020000000001	0.0920286340015715	2
FBtr0300854	FBgn0260430	1461	1.17667	0.0490138595407642	2
FBtr0300855	FBgn0260431	1598	60.5097999999997	2.30442925156954	1
FBtr0300858	FBgn0260434	1409	0	0	1
FBtr0300859	FBgn0260436	600	0	0	1
FBtr0300861	FBgn0259937	3412	7365.98694000005	131.382148269507	5
FBtr0300862	FBgn0033574	1351	0	0	3
FBtr0300863	FBgn0034381	1827	9.92476	0.330594712313354	1
FBtr0300864	FBgn0034381	1867	9.92476	0.323511804711568	2
FBtr0300865	FBgn0038451	1688	0	0	1
FBtr0300866	FBgn0032156	2913	3146.56217999999	65.7370590381728	3
FBtr0300867	FBgn0032156	2977	3164.08842	64.6821151955825	5
FBtr0300868	FBgn0032156	3137	3239.10039	62.8382854194528	8
FBtr0300869	FBgn0032156	3084	3245.65075	64.0474514256174	6
FBtr0300870	FBgn0032156	2854	3133.49627	66.8174119684013	2
FBtr0300871	FBgn0032156	3114	3213.28997	62.7979905380166	9
FBtr0300872	FBgn0030316	1800	321.925200000001	10.8842098361699	2
FBtr0300873	FBgn0037031	1806	97.6893400000003	3.29187902223327	3
FBtr0300874	FBgn0034990	4430	1.17649	0.0161621432123602	1
FBtr0300875	FBgn0039852	3762	2.00022	0.0323573846074982	2
FBtr0300876	FBgn0039852	3681	2.00022	0.0330694052956828	1
FBtr0300877	FBgn0035497	3344	343.448559999998	6.25042959895051	5
FBtr0300881	FBgn0039846	2821	940.560379999996	20.2907467923878	4
FBtr0300882	FBgn0039936	4892	9870.33857000003	122.789162859882	2
FBtr0300884	FBgn0039936	4898	9872.46759000002	122.665200417185	3
FBtr0300885	FBgn0039936	4919	9925.47834000002	122.797368531445	1
FBtr0300886	FBgn0039936	5268	9929.73395000001	114.711321523919	4
FBtr0300887	FBgn0036302	2360	956.852649999997	24.6744509636422	4
FBtr0300888	FBgn0036302	2749	1154.97984	25.5690210536848	2
FBtr0300889	FBgn0036302	2314	949.660079999997	24.9757917518252	3
FBtr0300890	FBgn0033781	687	280.696790000001	24.8653825942001	1
FBtr0300891	FBgn0035240	3895	3.00006	0.0468745288325188	5
FBtr0300892	FBgn0035240	5540	6.66696000000002	0.0732373331512161	2
FBtr0300893	FBgn0013342	1109	14.07945	0.772624686809562	1
FBtr0300894	FBgn0013342	3027	15.33449	0.308298457994721	6
FBtr0300895	FBgn0027657	1021	55.7550199999997	3.32332389900459	3
FBtr0300896	FBgn0037553	1983	65.18959	2.0006447199946	1
FBtr0300898	FBgn0260487	5037	0.21571	0.00260623015144303	2
FBtr0300899	FBgn0029971	413	789.668879999999	116.361526105251	2
FBtr0300900	FBgn0029971	649	1008.91488	94.6072170067111	4
FBtr0300901	FBgn0037898	524	35.92322	4.17213553016773	1
FBtr0300902	FBgn0032639	1251	0	0	1
FBtr0300903	FBgn0035642	1817	1.00011	0.033497105364174	1
FBtr0300904	FBgn0037464	2130	0	0	2
FBtr0300905	FBgn0037464	2052	0	0	3
FBtr0300906	FBgn0027608	1872	1.43136	0.0465326160307165	6
FBtr0300907	FBgn0027608	2287	1.19604	0.0318268733962989	11
FBtr0300909	FBgn0027608	2271	1.19604	0.0320511050010285	7
FBtr0300910	FBgn0027608	2290	1.19604	0.03178517880233	12
FBtr0300911	FBgn0027608	2277	1.19604	0.0319666488613683	8
FBtr0300912	FBgn0027608	1225	1.19604	0.0594188240468047	4
FBtr0300913	FBgn0027608	1177	1.19604	0.0618420216290023	3
FBtr0300914	FBgn0030005	1155	4.43186000000001	0.23351699076403	1
FBtr0300915	FBgn0039872	2114	0	0	1
FBtr0300916	FBgn0037541	7026	6965.23693999999	60.3312308979951	1
FBtr0300917	FBgn0037541	7016	6950.67045999999	60.2908705902161	2
FBtr0300918	FBgn0030376	5849	0	0	1
FBtr0300919	FBgn0050007	5806	1287.2599	13.492848558102	4
FBtr0300920	FBgn0050007	5291	1202.35206000001	13.8295588621957	2
FBtr0300921	FBgn0050007	5812	1288.90462	13.496141147899	3
FBtr0300922	FBgn0050026	821	0	0	1
FBtr0300923	FBgn0050122	4623	9503.82121999998	125.109071637544	3
FBtr0300924	FBgn0050122	4620	9500.03924999998	125.140492806641	2
FBtr0300928	FBgn0050280	1075	0	0	1
FBtr0300929	FBgn0050280	750	0	0	2
FBtr0300931	FBgn0026083	9329	2581.96309999997	16.8433849747763	6
FBtr0300932	FBgn0045842	956	285.546920000001	18.1774946154415	4
FBtr0300936	FBgn0027930	1495	1263.53276	51.4351192050665	1
FBtr0300937	FBgn0035720	3634	4025.92264	67.4209611243231	3
FBtr0300938	FBgn0031171	5303	1.30447	0.0149701759726121	1
FBtr0300939	FBgn0051072	3571	463.616749999996	7.90102989178591	4
FBtr0300941	FBgn0031637	3034	819.103289999976	16.4299987625109	7
FBtr0300942	FBgn0041581	879	7.00079000000002	0.48469954525353	2
FBtr0300944	FBgn0010531	890	265.42739	18.1497299185866	1
FBtr0300945	FBgn0033638	5982	1405.15933	14.2953107199414	3
FBtr0300947	FBgn0054001	587	42.5446599999999	4.41084089943167	2
FBtr0300948	FBgn0260643	674	0	0	1
FBtr0300949	FBgn0260644	763	0	0	1
FBtr0300950	FBgn0260477	822	0	0	1
FBtr0300951	FBgn0050286	904	0	0	2
FBtr0300952	FBgn0050286	967	0	0	1
FBtr0300953	FBgn0050359	2102	33.6136100000001	0.973188306718109	3
FBtr0300954	FBgn0050372	4980	2825.65413	34.530597696009	2
FBtr0300955	FBgn0050416	1843	0	0	2
FBtr0300956	FBgn0043792	2870	2.25515	0.0478198240853384	7
FBtr0300957	FBgn0043792	1739	1.47075	0.0514699459177892	5
FBtr0300958	FBgn0050460	4400	270.896739999997	3.74684337440793	8
FBtr0300959	FBgn0050502	1399	91.1056699999997	3.96316477020127	1
FBtr0300960	FBgn0051004	4008	1.68651	0.0256079990272355	2
FBtr0300961	FBgn0051004	4803	1.52963	0.0193815382607501	5
FBtr0300962	FBgn0051016	3923	0	0	1
FBtr0300963	FBgn0051140	4144	15.44368	0.226801271189792	4
FBtr0300966	FBgn0032821	6366	2384.23483	22.7927554382035	1
FBtr0300967	FBgn0032821	6360	2381.20794	22.7852943430564	2
FBtr0300969	FBgn0030882	1938	0	0	3
FBtr0300970	FBgn0030882	1804	0	0	4
FBtr0300971	FBgn0030882	1337	0	0	6
FBtr0300972	FBgn0030882	2002	0	0	2
FBtr0300973	FBgn0030882	2151	0	0	1
FBtr0300974	FBgn0030882	1789	0	0	5
FBtr0300975	FBgn0052495	2151	0	0	1
FBtr0300976	FBgn0052495	1337	0	0	6
FBtr0300977	FBgn0052495	1804	0	0	4
FBtr0300978	FBgn0052495	1938	0	0	3
FBtr0300979	FBgn0052495	2002	0	0	2
FBtr0300982	FBgn0000229	1655	991.98132	36.4770688391159	2
FBtr0300983	FBgn0051021	1496	1.00011	0.0406846527050161	1
FBtr0300986	FBgn0031446	994	1.00011	0.0612316302280726	1
FBtr0300987	FBgn0051974	1838	147.48503	4.88333896340465	2
FBtr0300988	FBgn0052259	731	50.7837	4.22786780399886	1
FBtr0300989	FBgn0052259	779	53.78408	4.20175497938458	2
FBtr0300992	FBgn0052017	3812	62.6903699999999	1.00083475428743	2
FBtr0300993	FBgn0052017	3542	65.44842	1.12451446595445	1
FBtr0300994	FBgn0052767	5584	1092.24751	11.9039224947351	1
FBtr0300995	FBgn0052767	6886	1204.40333999999	10.6443554759039	2
FBtr0300996	FBgn0028539	1589	478.44129	18.3239539775177	2
FBtr0300997	FBgn0052772	3037	621.382100000002	12.4516923960485	3
FBtr0300998	FBgn0029736	2723	1487.9378	33.2545880580899	1
FBtr0300999	FBgn0051612	3433	119.73518	2.12257187259923	2
FBtr0301000	FBgn0051619	5477	4311.65094999998	47.9087998043529	3
FBtr0301001	FBgn0260645	376	0	0	1
FBtr0301002	FBgn0260646	270	1.00011	0.225423112765571	1
FBtr0301004	FBgn0083986	495	174.91649	21.5050269833016	1
FBtr0301005	FBgn0085190	553	0	0	3
FBtr0301006	FBgn0085190	563	0	0	2
FBtr0301007	FBgn0083984	595	73.8646699999999	7.55499590069705	1
FBtr0301008	FBgn0052221	1606	403.263520000001	15.281213116784	1
