geno_pos	Kronja_mature_oocyte	Kronja_activated_egg	Samuels_GSC_AHS0	Samuels_GSC_AHS0.5	Samuels_GSC_AHS5	Samuels_GSC_AHS9	Samuels_GSC_AHS18	Samuels_GSC_AHS28	Samuels_GSC_AHS38	Douka_S2_UTD2	dmel_em_0_2h	dmel_em_2_6h	dmel_em_6_12h	dmel_em_12_24h	dmel_larva	dmel_pupa	dmel_female_body	dmel_male_body	dmel_female_head	dmel_male_head	Dunn_em02	sum	group
3L_9477338	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	5	group2
3L_9477354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9477398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9492210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9491977	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	group1
3L_9491967	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	group1
3L_9500949	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	group1
3L_9500946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9500895	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	group1
3L_9500849	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	group1
3L_9500821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9500815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9500796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9500786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9500752	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	1	0	14	group3
3L_9525430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9525383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9525334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9525318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9515215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9515197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9514960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9514951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9514869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9529093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9529104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9529154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9553147	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	0	1	1	0	12	group3
3L_9553332	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	4	group2
3L_9553375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9553389	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	11	group3
3L_9583630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9586632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9586666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9586729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9586758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9586823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9603682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9617057	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	9	group3
3L_9617098	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	5	group2
3L_9615966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9615976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9616110	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	8	group3
3L_9624252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9624297	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	4	group2
3L_9630011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9644270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9644276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9644412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9644468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9644482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9644657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9644669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9644681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9644745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	group1
3L_9675420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	group1
3L_9675361	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	3	group2
3L_9675220	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	3	group2
3L_9675197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	group1
3L_9675177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9674853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	5	group2
3L_9678981	1	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	8	group3
3L_9678904	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	5	group2
3L_9679223	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	group1
3L_9679346	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	1	1	7	group3
3L_9679388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9696547	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	group1
3L_9695407	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	3	group2
3L_9704451	1	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	8	group3
3L_9704513	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	group2
3L_9704705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9704708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	group1
3L_9704716	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	group1
3L_9713745	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	1	14	group3
3L_9723136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9723482	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	8	group3
3L_9723518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9726901	0	1	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	8	group3
3L_9726985	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4	group2
3L_9727039	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	group1
3L_9727211	0	1	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	7	group3
3L_9727248	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	4	group2
3L_9727255	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	4	group2
3L_9727268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9727274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	group1
3L_9727434	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0	1	1	1	1	11	group3
3L_9744045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9743745	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	5	group2
3L_9743583	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	group1
3L_9739611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9739494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9739460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9739449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9751286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9751253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	4	group2
3L_9760355	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	group1
3L_9760341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9760323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9760144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	group1
3L_9760136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	group1
3L_9760089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9760077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9760004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9753381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3	group2
3L_9764080	1	1	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	1	10	group3
3L_9771677	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	9	group3
3L_9771740	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	group1
3L_9765619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9765660	1	1	0	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1	1	1	11	group3
3L_9765677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9770394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9774353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9787109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9799072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	group1
3L_9798935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9798973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9798997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9799051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9804240	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	3	group2
3L_9804157	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	3	group2
3L_9816085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9816189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9816314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9819239	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	group1
3L_9821680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9823873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9836635	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	17	group3
3L_9855242	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4	group2
3L_9855010	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	1	8	group3
3L_9855003	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	5	group2
3L_9854983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9854972	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	group1
3L_9859871	0	0	1	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	1	8	group3
3L_9859867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9859590	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	group2
3L_9859736	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	4	group2
3L_9864345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9864129	1	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	8	group3
3L_9864054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9864039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9864010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9879350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9879357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9879363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9879372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9888962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9888972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9889020	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	group2
3L_9889068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9893889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	group1
3L_9893987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9893974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9898407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9898374	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	group2
3L_9898349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9898248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9898731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9898882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9898900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9898911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9898930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9899047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9899098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9899158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9899209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9899312	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	group1
3L_9944916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9944931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9944976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9945294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9945315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	group1
3L_9972001	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	group2
3L_9972885	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	6	group2
3L_9973034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9974685	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	group1
3L_9974689	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	group1
3L_9974695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9974854	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	group1
3L_9974879	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	group1
3L_9974895	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	group1
3L_9974987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9974999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9975049	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	4	group2
3L_9975085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9975211	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	group1
3L_9975272	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	group1
3L_9975455	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	group1
3L_9975586	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	group2
3L_9975680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_9975739	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	group1
3L_10003742	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	5	group2
3L_10003775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10003781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10003784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10089305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10089264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	group1
3L_10182515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10185976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10185960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10412942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10412980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10413026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10465220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10466292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	group1
3L_10481734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10481792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10506091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	group1
3L_10506341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10506365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10490890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10491026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	group1
3L_10518086	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	5	group2
3L_10559050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10558974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10626522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10626550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10628477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10628472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10630931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10630920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	group1
3L_10638063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10637950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10637918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10637898	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	7	group3
3L_10638168	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	4	group2
3L_10638204	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	11	group3
3L_10641914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	group1
3L_10660860	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	7	group3
3L_10659858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10659836	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	group1
3L_10665286	1	1	1	0	1	1	0	1	1	0	1	1	1	0	0	1	0	0	1	1	1	14	group3
3L_10664940	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	8	group3
3L_10664953	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	5	group2
3L_10664995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10691054	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	group2
3L_10772018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10772034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10772038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10772042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10772046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10772058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10772062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10772182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10814835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10814851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	group1
3L_10814867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10814931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10815046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10815050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10858380	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	4	group2
3L_10858421	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	6	group2
3L_10858474	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	4	group2
3L_10858605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
3L_10858617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
